loco_number,current_operator,vehicle_description,train_id,route,date_time_added,last_seen,lat,lon,source
HM2703,,Hunter Line Service,V704,V704 Telarah Newcastle Interchange,2026-04-29T18:28:19.918328Z,2026-04-29T23:45:49.028656Z,-32.741313,151.56212,trains.json
HM2705,,Hunter Line Service,V938,V938 Dungog Newcastle Interchange,2026-04-29T17:31:31.316802Z,2026-04-30T00:32:55.361185Z,-32.525133,151.630707,trains.json
HM2706,,Empty Car Transfer,V830,V830 Newcastle Interchange Broadmeadow Maintenance Centre,2026-04-29T18:02:14.194502Z,2026-04-30T00:02:48.407086Z,-32.926093,151.7296,trains.json
HM2707,,Hunter Line Service,V733,V733 Newcastle Interchange Telarah,2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-32.918693,151.748827,trains.json
HM2753,,Hunter Line Service,V729,V729 Newcastle Interchange Telarah,2026-04-29T18:02:14.194502Z,2026-04-30T00:02:48.407086Z,-32.726923,151.53992,trains.json
HM2755,,Hunter Line Service,V925,V925 Newcastle Interchange Dungog,2026-04-29T17:31:31.316802Z,2026-04-30T00:02:48.407086Z,-32.402183,151.759293,trains.json
HM2756,,Hunter Line Service,V730,V730 Telarah Newcastle Interchange,2026-04-29T17:31:31.316802Z,2026-04-30T00:02:48.407086Z,-32.92338,151.7578,trains.json
HM2757,,Hunter Line Service,V732,V732 Telarah Newcastle Interchange,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-32.82908,151.684347,trains.json
JP9750,,,byron-solar,byron-solar north-beach north-beach,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-28.629404,153.584649,trains.json
LDP002,,PN Coal,HV167,HV167 PWCS Kooragang Hunter Valley,2026-04-29T17:19:50.671764Z,2026-04-30T00:02:48.407086Z,-32.396417,151.008987,trains.json
LDP004,,,GR447,GR447,2026-04-29T17:31:31.316802Z,2026-04-30T00:32:55.361185Z,-32.67132,151.370653,trains.json
LDP008,,PN Coal,WK131,WK131 PWCS Kooragang Warkworth,2026-04-29T17:19:50.671764Z,2026-04-29T23:45:49.028656Z,-32.599057,151.180547,trains.json
LE2851,,Empty Car Provisioning (Forms SN34),SN19,SN19 Moss Vale Goulburn,2026-04-29T18:02:14.194502Z,2026-04-29T23:45:49.028656Z,-34.704127,150.142653,trains.json
LE2853,,Southern Highlands Service,SN35,SN35 Campbelltown Moss Vale,2026-04-29T17:19:50.671764Z,2026-04-30T00:32:55.361185Z,-34.550713,150.370187,trains.json
LE2855,,South Coast Service,KN10,KN10 Bomaderry (Nowra) Kiama,2026-04-29T18:28:19.918328Z,2026-04-29T23:45:49.028656Z,-34.722457,150.833933,trains.json
LE2857,,Additional Bathurst Service,WN30,WN30 Bathurst Lithgow,2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-33.47954,150.16152,trains.json
LE2858,,Hunter Line Service,V625,V625 Newcastle Interchange Muswellbrook,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-32.267417,150.890213,trains.json
LE2862,,Southern Highlands Service,SN42,SN42 Moss Vale Central,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-33.952763,151.010173,trains.json
LE2863,,Southern Highlands Service,SN37,SN37 Campbelltown Moss Vale,2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-34.291413,150.58024,trains.json
LZ3114,,CBH SG Empty Grain,5S51,5S51 Kwinana Grain Terminal Eastern Goldfields Railway,2026-04-29T17:31:31.316802Z,2026-04-30T00:32:55.361185Z,-31.59805,116.225133,trains.json
M437,,,3M79,3M79,2026-04-29T17:19:50.671764Z,2026-04-29T23:45:49.028656Z,-34.54254,150.374653,trains.json
M865,,Maintenance Train,3M77,3M77,2026-04-29T17:19:50.671764Z,2026-04-29T17:31:31.316802Z,-34.75959,149.718347,trains.json
MAN004,,SSR Empty Manildra Grain,9375,9375 Bomaderry Southern NSW,2026-04-29T17:19:50.671764Z,2026-04-29T23:45:49.028656Z,-35.07125,147.415,trains.json
MAN005,,SSR Empty Manildra Grain,9375,9375 Bomaderry Southern NSW,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-34.73284,146.7334,trains.json
MAN007,,SSR Empty Manildra Flour,9877,9877 Bomaderry Manildra,2026-04-29T17:19:50.671764Z,2026-04-29T17:31:31.316802Z,-33.18659,148.692773,trains.json
MAN011,,SSR Loaded Manildra Flour,9176,9176 Bomaderry Enfield,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-34.854683,150.61824,trains.json
MAN013,,SSR Empty Manildra Grain,9577,9577 Bomaderry North West NSW,2026-04-29T17:19:50.671764Z,2026-04-30T00:32:55.361185Z,-32.65701,151.266347,trains.json
MAN015,,SSR Empty Manildra Flour,1977,1977 Enfield Bomaderry,2026-04-29T17:19:50.671764Z,2026-04-29T17:19:50.671764Z,-34.412553,150.89136,trains.json
MAN017,,SSR Manildra Grain Shuttle,8875,8875 Manildra Western NSW,2026-04-29T17:19:50.671764Z,2026-04-29T17:31:31.316802Z,-32.23274,148.237747,trains.json
MM02,,SSR Loco Movement/Shunter,SSR,SSR,2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-30.97974,150.24892,trains.json
MM4M,,Hurstbridge Line,HBE,HBE,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.699898,145.094208,trains.json
MM8M,,Belgrave Line,BEG,BEG,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.815353,145.230118,trains.json
MM14M,,Lilydale Line,LIL,LIL,2026-04-29T18:28:19.918328Z,2026-04-29T23:45:49.028656Z,-37.757633,145.345291,trains.json
MM32M,,Alamein Line,ALM,ALM,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-37.818085,144.966644,trains.json
MM38M,,Werribee Line,WER,WER,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.847755,144.878586,trains.json
MM40M,,Lilydale Line,LIL,LIL,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-37.820274,145.128693,trains.json
MM42M,,Lilydale Line,LIL,LIL,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.819622,145.181488,trains.json
MM44M,,Lilydale Line,LIL,LIL,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.814243,145.233063,trains.json
MM48M,,Mernda Line,MDD,MDD,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.782677,144.991592,trains.json
MM50M,,Belgrave Line,BEG,BEG,2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-37.821503,145.036957,trains.json
MM52M,,Mernda Line,MDD,MDD,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.696056,145.011581,trains.json
MM64M,,Belgrave Line,BEG,BEG,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.823383,144.988434,trains.json
MM76M,,Mernda Line,MDD,MDD,2026-04-29T17:19:50.671764Z,2026-04-30T00:02:48.407086Z,-37.595737,145.102051,trains.json
MM78M,,Belgrave Line,BEG,BEG,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.825748,145.075745,trains.json
MM80M,,Belgrave Line,BEG,BEG,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.826473,144.997452,trains.json
MM82M,,Belgrave Line,BEG,BEG,2026-04-29T17:19:50.671764Z,2026-04-30T00:32:55.361185Z,-37.810154,144.961624,trains.json
MM84M,,Hurstbridge Line,HBE,HBE,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-37.72718,145.068893,trains.json
MM86M,,Hurstbridge Line,HBE,HBE,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-37.726078,145.068954,trains.json
MM92M,,Frankston Line,FKN,FKN,2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-38.077911,145.123261,trains.json
MM94M,,Frankston Line,FKN,FKN,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-37.818546,144.966812,trains.json
MM96M,,Lilydale Line,LIL,LIL,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.820274,145.128693,trains.json
MM98M,,Lilydale Line,LIL,LIL,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.814209,145.233048,trains.json
MM99M,,Glen Waverley Line,GWY,GWY,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.873135,145.106277,trains.json
MM122M,,Alamein Line,ALM,ALM,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.865559,145.08017,trains.json
MM130M,,Lilydale Line,LIL,LIL,2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-37.757126,145.345825,trains.json
MM152M,,Frankston Line,FKN,FKN,2026-04-29T17:19:50.671764Z,2026-04-29T17:19:50.671764Z,-38.14262,145.126007,trains.json
MM158M,,Williamstown Line,WIL,WIL,2026-04-29T17:19:50.671764Z,2026-04-29T17:19:50.671764Z,-37.867859,144.905609,trains.json
MM172M,,Alamein Line,ALM,ALM,2026-04-29T17:19:50.671764Z,2026-04-30T00:32:55.361185Z,-37.831272,145.069656,trains.json
MM212M,,Frankston Line,FKN,FKN,2026-04-29T18:28:19.918328Z,2026-04-29T23:45:49.028656Z,-38.143192,145.125763,trains.json
MM214M,,Mernda Line,MDD,MDD,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.595745,145.102112,trains.json
MM216M,,Lilydale Line,LIL,LIL,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.818165,144.966888,trains.json
MM232M,,Mernda Line,MDD,MDD,2026-04-29T17:19:50.671764Z,2026-04-30T00:32:55.361185Z,-37.820148,144.958756,trains.json
MM236M,,Glen Waverley Line,GWY,GWY,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.879631,145.16272,trains.json
MM240M,,Lilydale Line,LIL,LIL,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-37.814243,145.233063,trains.json
MM246M,,Hurstbridge Line,HBE,HBE,2026-04-29T18:28:19.918328Z,2026-04-30T00:32:55.361185Z,-37.71085,145.14885,trains.json
MM260M,,Lilydale Line,LIL,LIL,2026-04-29T17:19:50.671764Z,2026-04-29T17:19:50.671764Z,-37.811836,145.249786,trains.json
MM264M,,Mernda Line,MDD,MDD,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-37.76786,144.996155,trains.json
MM266M,,Mernda Line,MDD,MDD,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.737881,145.00087,trains.json
MM268M,,Belgrave Line,BEG,BEG,2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-37.823719,145.085831,trains.json
MM270M,,Werribee Line,WER,WER,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.867065,144.828812,trains.json
MM280M,,Lilydale Line,LIL,LIL,2026-04-29T17:19:50.671764Z,2026-04-30T00:32:55.361185Z,-37.816444,144.975739,trains.json
MM288M,,Glen Waverley Line,GWY,GWY,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.839684,145.032501,trains.json
MM380M,,Frankston Line,FKN,FKN,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.834072,144.993134,trains.json
MM456M,,Sandringham Line,SHM,SHM,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.921127,144.992157,trains.json
MM464M,,Werribee Line,WER,WER,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-37.899994,144.660004,trains.json
MM478M,,Upfield Line,UFD,UFD,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-37.81876,144.96644,trains.json
MM482M,,Williamstown Line,WIL,WIL,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.865158,144.897308,trains.json
MM486M,,Craigieburn Line,CGB,CGB,2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-37.806534,144.941528,trains.json
MM502M,,Sandringham Line,SHM,SHM,2026-04-29T17:19:50.671764Z,2026-04-30T00:32:55.361185Z,-37.818653,144.967667,trains.json
MM506M,,Williamstown Line,WIL,WIL,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.805637,144.940628,trains.json
MM514M,,Frankston Line,FKN,FKN,2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-37.85685,145.019623,trains.json
MM522M,,Craigieburn Line,CGB,CGB,2026-04-29T17:19:50.671764Z,2026-04-30T00:32:55.361185Z,-37.721558,144.922989,trains.json
MM536M,,Frankston Line,FKN,FKN,2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-37.845188,145.003037,trains.json
MM542M,,Sandringham Line,SHM,SHM,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-37.855511,144.991333,trains.json
MM546M,,Sandringham Line,SHM,SHM,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.855511,144.991333,trains.json
MM588M,,Craigieburn Line,CGB,CGB,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.598751,144.944611,trains.json
MM592M,,Craigieburn Line,CGB,CGB,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.818994,144.966461,trains.json
MM624M,,Craigieburn Line,CGB,CGB,2026-04-29T17:19:50.671764Z,2026-04-30T00:32:55.361185Z,-37.818508,144.966064,trains.json
MM636M,,Frankston Line,FKN,FKN,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-37.864067,145.026947,trains.json
MM638M,,Werribee Line,WER,WER,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.819904,144.960632,trains.json
MM647M,,Frankston Line,FKN,FKN,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-38.078137,145.123083,trains.json
MM656M,,Frankston Line,FKN,FKN,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-38.077911,145.123261,trains.json
MM658M,,Craigieburn Line,CGB,CGB,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.602249,144.943176,trains.json
MM660M,,Craigieburn Line,CGB,CGB,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-37.599522,144.944275,trains.json
MM664M,,Werribee Line,WER,WER,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.81881,144.966461,trains.json
MM668M,,Upfield Line,UFD,UFD,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.775379,144.958664,trains.json
MM673M,,Sandringham Line,SHM,SHM,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.875278,144.994873,trains.json
MM674M,,Upfield Line,UFD,UFD,2026-04-29T17:19:50.671764Z,2026-04-30T00:02:48.407086Z,-37.818508,144.966064,trains.json
MM676M,,Frankston Line,FKN,FKN,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.819027,144.964905,trains.json
MM680M,,Upfield Line,UFD,UFD,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-37.818188,144.96577,trains.json
MM718M,,Frankston Line,FKN,FKN,2026-04-29T17:19:50.671764Z,2026-04-29T17:19:50.671764Z,-37.875416,145.039581,trains.json
MM742M,,Frankston Line,FKN,FKN,2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-38.077577,145.122857,trains.json
MM744M,,Frankston Line,FKN,FKN,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.892712,145.041672,trains.json
MM752M,,Werribee Line,WER,WER,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.831177,144.885803,trains.json
MM768M,,Frankston Line,FKN,FKN,2026-04-29T18:02:14.194502Z,2026-04-30T00:32:55.361185Z,-37.812004,144.955078,trains.json
MM772M,,Upfield Line,UFD,UFD,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.733898,144.962799,trains.json
MM774M,,Frankston Line,FKN,FKN,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-37.829243,144.994095,trains.json
MM778M,,Werribee Line,WER,WER,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.818893,144.965286,trains.json
MM788M,,Werribee Line,WER,WER,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.899891,144.660172,trains.json
MM798M,,Frankston Line,FKN,FKN,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-37.908772,145.03862,trains.json
MM800M,,Craigieburn Line,CGB,CGB,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.771629,144.920486,trains.json
MM802M,,Craigieburn Line,CGB,CGB,2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-37.598807,144.945007,trains.json
MM806M,,Williamstown Line,WIL,WIL,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.843014,144.883606,trains.json
MM808M,,Werribee Line,WER,WER,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.887604,144.690552,trains.json
MM810M,,Sandringham Line,SHM,SHM,2026-04-29T17:19:50.671764Z,2026-04-29T17:19:50.671764Z,-37.947552,145.00502,trains.json
MM816M,,Frankston Line,FKN,FKN,2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-37.890171,145.041946,trains.json
MM826M,,Craigieburn Line,CGB,CGB,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.682121,144.920319,trains.json
MM830M,,Werribee Line,WER,WER,2026-04-29T17:19:50.671764Z,2026-04-29T17:19:50.671764Z,-37.899742,144.660522,trains.json
MM832M,,Werribee Line,WER,WER,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.824436,144.887497,trains.json
MM834M,,Upfield Line,UFD,UFD,2026-04-29T17:19:50.671764Z,2026-04-29T17:19:50.671764Z,-37.662609,144.945374,trains.json
MM838M,,Upfield Line,UFD,UFD,2026-04-29T17:19:50.671764Z,2026-04-30T00:02:48.407086Z,-37.793739,144.936234,trains.json
MM842M,,Frankston Line,FKN,FKN,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.867092,145.030273,trains.json
MM858M,,Belgrave Line,BEG,BEG,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.820103,145.150635,trains.json
MM860M,,Mernda Line,MDD,MDD,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-37.810612,144.992447,trains.json
MM862M,,Werribee Line,WER,WER,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.799789,144.905441,trains.json
MM864M,,Werribee Line,WER,WER,2026-04-29T18:28:19.918328Z,2026-04-30T00:32:55.361185Z,-37.861958,144.788544,trains.json
MM872M,,Hurstbridge Line,HBE,HBE,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.763405,145.05423,trains.json
MM878M,,Belgrave Line,BEG,BEG,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-37.819717,144.960251,trains.json
MM880M,,Mernda Line,MDD,MDD,2026-04-29T18:28:19.918328Z,2026-04-30T00:02:48.407086Z,-37.743954,145.00029,trains.json
MM886M,,Belgrave Line,BEG,BEG,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-37.814507,145.232269,trains.json
MM896M,,Belgrave Line,BEG,BEG,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.821327,145.032654,trains.json
MM908M,,Belgrave Line,BEG,BEG,2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-37.854538,145.280548,trains.json
MM910M,,Mernda Line,MDD,MDD,2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-37.809837,144.99263,trains.json
MM912M,,Hurstbridge Line,HBE,HBE,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.640743,145.190781,trains.json
MM914M,,Hurstbridge Line,HBE,HBE,2026-04-29T17:19:50.671764Z,2026-04-30T00:32:55.361185Z,-37.715256,145.137817,trains.json
MM924M,,Belgrave Line,BEG,BEG,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.818382,145.115585,trains.json
MM928M,,Lilydale Line,LIL,LIL,2026-04-29T17:19:50.671764Z,2026-04-30T00:02:48.407086Z,-37.814209,145.233048,trains.json
MM934M,,Hurstbridge Line,HBE,HBE,2026-04-29T17:19:50.671764Z,2026-04-30T00:32:55.361185Z,-37.816753,144.986313,trains.json
MM940M,,Hurstbridge Line,HBE,HBE,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-37.745743,145.066772,trains.json
MM944M,,Mernda Line,MDD,MDD,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-37.794128,144.9953,trains.json
MM946M,,Lilydale Line,LIL,LIL,2026-04-29T17:19:50.671764Z,2026-04-29T17:19:50.671764Z,-37.819359,145.122452,trains.json
MM952M,,Alamein Line,ALM,ALM,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.863087,145.080841,trains.json
MM956M,,Belgrave Line,BEG,BEG,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.818176,144.966736,trains.json
MM958M,,Glen Waverley Line,GWY,GWY,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.867744,145.061844,trains.json
MM960M,,Belgrave Line,BEG,BEG,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.908749,145.355576,trains.json
MM962M,,Hurstbridge Line,HBE,HBE,2026-04-29T17:19:50.671764Z,2026-04-30T00:02:48.407086Z,-37.640743,145.190781,trains.json
MM964M,,Glen Waverley Line,GWY,GWY,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.826363,144.995712,trains.json
MM968M,,Glen Waverley Line,GWY,GWY,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-37.817959,144.967606,trains.json
MM972M,,Mernda Line,MDD,MDD,2026-04-29T18:02:14.194502Z,2026-04-30T00:32:55.361185Z,-37.653973,145.026535,trains.json
MM974M,,Hurstbridge Line,HBE,HBE,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.768742,145.045914,trains.json
MM976M,,Mernda Line,MDD,MDD,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-37.653973,145.026535,trains.json
MM980M,,Frankston Line,FKN,FKN,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-38.077478,145.123275,trains.json
MM982M,,Mernda Line,MDD,MDD,2026-04-29T17:19:50.671764Z,2026-04-30T00:02:48.407086Z,-37.71645,145.007095,trains.json
MM9901M,,Pakenham Line,PKM,PKM,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-37.920803,145.115479,trains.json
MM9903M,,Pakenham Line,PKM,PKM,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-37.940834,145.143204,trains.json
MM9904M,,Cranbourne Line,CBE,CBE,2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-37.905106,145.094528,trains.json
MM9906M,,Cranbourne Line,CBE,CBE,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-38.098213,145.278793,trains.json
MM9908M,,Sunbury Line,SUY,SUY,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.801571,144.881332,trains.json
MM9909M,,Cranbourne Line,CBE,CBE,2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-38.100006,145.281265,trains.json
MM9910M,,Pakenham Line,PKM,PKM,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.885925,145.057983,trains.json
MM9912M,,Pakenham Line,PKM,PKM,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.986725,145.203812,trains.json
MM9914M,,Sunbury Line,SUY,SUY,2026-04-29T17:19:50.671764Z,2026-04-29T23:45:49.028656Z,-37.801399,144.881378,trains.json
MM9916M,,Pakenham Line,PKM,PKM,2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-38.077389,145.46991,trains.json
MM9918M,,Pakenham Line,PKM,PKM,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-37.842697,144.997574,trains.json
MM9920M,,Sunbury Line,SUY,SUY,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.696388,144.770325,trains.json
MM9924M,,Pakenham Line,PKM,PKM,2026-04-29T17:19:50.671764Z,2026-04-30T00:32:55.361185Z,-37.867085,145.030411,trains.json
MM9926M,,Pakenham Line,PKM,PKM,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.899853,145.087692,trains.json
MM9927M,,Pakenham Line,PKM,PKM,2026-04-29T17:31:31.316802Z,2026-04-29T18:02:14.194502Z,-37.940876,145.143158,trains.json
MM9928M,,Sunbury Line,SUY,SUY,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.728344,144.793411,trains.json
MM9929M,,Cranbourne Line,CBE,CBE,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.924175,145.120178,trains.json
MM9931M,,Pakenham Line,PKM,PKM,2026-04-29T18:28:19.918328Z,2026-04-30T00:32:55.361185Z,-38.084362,145.506699,trains.json
MM9936M,,Pakenham Line,PKM,PKM,2026-04-29T18:02:14.194502Z,2026-04-29T23:45:49.028656Z,-37.966076,145.175461,trains.json
MM9937M,,Sunbury Line,SUY,SUY,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-37.815174,144.966324,trains.json
MM9938M,,Sunbury Line,SUY,SUY,2026-04-29T18:02:14.194502Z,2026-04-30T00:32:55.361185Z,-37.807312,144.962708,trains.json
MM9941M,,Pakenham Line,PKM,PKM,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-38.084362,145.506699,trains.json
MM9943M,,Cranbourne Line,CBE,CBE,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.846432,145.006866,trains.json
MM9946M,,Sunbury Line,SUY,SUY,2026-04-29T17:19:50.671764Z,2026-04-30T00:32:55.361185Z,-37.801792,144.901367,trains.json
MM9947M,,Cranbourne Line,CBE,CBE,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-38.098167,145.278839,trains.json
MM9948M,,Pakenham Line,PKM,PKM,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-38.084373,145.506683,trains.json
MM9952M,,Cranbourne Line,CBE,CBE,2026-04-29T18:28:19.918328Z,2026-04-30T00:32:55.361185Z,-37.832199,144.971863,trains.json
MM9954M,,Pakenham Line,PKM,PKM,2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-37.880322,145.046707,trains.json
MM9957M,,Sunbury Line,SUY,SUY,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.729927,144.793945,trains.json
MM9958M,,Sunbury Line,SUY,SUY,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.759636,144.810974,trains.json
