loco_number,current_operator,vehicle_description,train_id,route,date_time_added,last_seen,lat,lon,source
MM9959M,,Sunbury Line,SUY,SUY,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.696369,144.770371,trains.json
MM9960M,,Pakenham Line,PKM,PKM,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-38.084347,145.506607,trains.json
MM9961M,,Sunbury Line,SUY,SUY,2026-04-29T18:02:14.194502Z,2026-04-30T00:02:48.407086Z,-37.759636,144.810974,trains.json
MM9963M,,Cranbourne Line,CBE,CBE,2026-04-29T18:02:14.194502Z,2026-04-29T23:45:49.028656Z,-37.926311,145.122757,trains.json
MM9964M,,Cranbourne Line,CBE,CBE,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-37.885925,145.057983,trains.json
MM9965M,,Sunbury Line,SUY,SUY,2026-04-29T17:19:50.671764Z,2026-04-29T17:19:50.671764Z,-37.700733,144.773651,trains.json
MM9966M,,Sunbury Line,SUY,SUY,2026-04-29T17:19:50.671764Z,2026-04-30T00:32:55.361185Z,-37.801182,144.94165,trains.json
MM9968M,,Sunbury Line,SUY,SUY,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.782131,144.828171,trains.json
MM9969M,,Pakenham Line,PKM,PKM,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-37.986759,145.203781,trains.json
MM9970M,,Sunbury Line,SUY,SUY,2026-04-29T17:19:50.671764Z,2026-04-30T00:02:48.407086Z,-37.671173,144.750259,trains.json
MRL001,,SSR Grain,1341,"1341 Weston Milling, Enfield Southern NSW",2026-04-29T17:19:50.671764Z,2026-04-30T00:02:48.407086Z,-34.643287,148.028387,trains.json
MTPV1,,Track Inspection Vehicle,HM25,HM25,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-33.96778,151.1034,trains.json
MTPV2,,Track Inspection Vehicle,HM65,HM65,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-33.848277,151.21252,trains.json
N466,,SSR BG Grain,9098,9098 Piangil Line / Deniliquin Line Tottenham Yard,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.81377,144.927067,trains.json
N469,,ITC Port Shuttle,6912V,6912V Somerton Intermodal Terminal West Swanson Dock,2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-37.77083,144.824013,trains.json
NR4,,PN Loaded Fuel Service,5446,5446 Esprance West Kalgoorlie,2026-04-29T17:19:50.671764Z,2026-04-29T17:19:50.671764Z,-33.8419,121.870373,trains.json
NR5,,PN Infrabuild Steel,4BS4,4BS4 Acacia Ridge Chullora,2026-04-29T17:19:50.671764Z,2026-04-29T23:45:49.028656Z,-29.869617,153.004067,trains.json
NR6,,PN Intermodal,1829,1829 SFT (Chullora) Parkes Logistics Terminal,2026-04-29T17:19:50.671764Z,2026-04-30T00:02:48.407086Z,-33.125993,148.109933,trains.json
NR10,,PN Intermodal,3PS7,3PS7 Kewdale SFT (Chullora),2026-04-29T17:19:50.671764Z,2026-04-30T00:02:48.407086Z,-32.61553,137.910613,trains.json
NR11,,PN Intermodal,5SP5,5SP5 SFT (Chullora) Kewdale,2026-04-29T17:19:50.671764Z,2026-04-30T00:32:55.361185Z,-33.133283,148.099693,trains.json
NR13,,PN Intermodal,4BM4,4BM4 Acacia Ridge MFT (South Dynon),2026-04-29T17:19:50.671764Z,2026-04-30T00:32:55.361185Z,-33.29428,151.423253,trains.json
NR14,,PN Intermodal,3PM7,3PM7 Kewdale MFT (South Dynon),2026-04-29T17:19:50.671764Z,2026-04-30T00:32:55.361185Z,-32.500313,137.831907,trains.json
NR17,,NR17,NR17,NR17,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-37.830903,144.876533,trains.json
NR20,,PN Containerised Freight,4MC2,4MC2 Appleton Dock Griffith,2026-04-29T17:19:50.671764Z,2026-04-29T23:45:49.028656Z,-34.338783,146.164307,trains.json
NR35,,PN Infrabuild Steel,4SB3,4SB3 Chullora Acacia Ridge,2026-04-29T17:19:50.671764Z,2026-04-30T00:32:55.361185Z,-32.13482,151.9368,trains.json
NR37,,PN Intermodal,3SP7,3SP7 SFT (Chullora) Kewdale,2026-04-29T17:19:50.671764Z,2026-04-30T00:32:55.361185Z,-30.490833,132.137693,trains.json
NR46,,PN Intermodal,2MP5,2MP5 MFT (South Dynon) Kewdale,2026-04-29T17:19:50.671764Z,2026-04-29T23:45:49.028656Z,-31.719817,116.07892,trains.json
NR47,,PN Intermodal,3PM6,3PM6 Kewdale MFT (South Dynon),2026-04-29T17:19:50.671764Z,2026-04-30T00:32:55.361185Z,-30.896217,135.203893,trains.json
NR54,,JBR The Overland,5AM8,5AM8 Adelaide Parklands Terminal Melbourne Southern Cross,2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-35.588,139.805693,trains.json
NR56,,PN Intermodal,5BM4,5BM4 Acacia Ridge MFT (South Dynon),2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-27.588073,153.029267,trains.json
NR64,,JBR Indian Pacifc,4SA8,4SA8 Central Station Adelaide Parklands Terminal,2026-04-29T17:19:50.671764Z,2026-04-30T00:32:55.361185Z,-32.086803,140.9424,trains.json
NR65,,PN Intermodal,4MB4,4MB4 MFT (South Dynon) Acacia Ridge,2026-04-29T17:19:50.671764Z,2026-04-30T00:32:55.361185Z,-33.727827,151.082013,trains.json
NR68,,PN Infrabuild Steel,3NY3,3NY3 Morandoo Whyalla,2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-32.987397,137.58236,trains.json
NR75,,PN Intermodal,3MP5,3MP5 MFT (South Dynon) Kewdale,2026-04-29T17:19:50.671764Z,2026-04-30T00:32:55.361185Z,-30.718147,129.445373,trains.json
NR78,,PN Intermodal,4PM4,4PM4 Kewdale MFT (South Dynon),2026-04-29T17:19:50.671764Z,2026-04-29T23:45:49.028656Z,-31.631023,117.740747,trains.json
NR83,,PN Infrabuild Steel,5NY3,5NY3 Morandoo Whyalla,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-33.843363,151.0854,trains.json
NR93,,PN Intermodal,3BM4,3BM4 Acacia Ridge MFT (South Dynon),2026-04-29T17:19:50.671764Z,2026-04-29T23:45:49.028656Z,-37.037483,145.124267,trains.json
NR94,,PN Intermodal,4MS2,4MS2 MFT (South Dynon) SFT (Chullora),2026-04-29T17:19:50.671764Z,2026-04-30T00:32:55.361185Z,-34.78088,149.226933,trains.json
NR95,,PN Intermodal,1PM5,1PM5 Kewdale MFT (South Dynon),2026-04-29T17:19:50.671764Z,2026-04-29T17:19:50.671764Z,-37.804403,144.914507,trains.json
NR97,,PN Intermodal,4MP7,4MP7 MFT (South Dynon) Kewdale,2026-04-29T17:19:50.671764Z,2026-04-30T00:32:55.361185Z,-31.029757,123.476773,trains.json
NR102,,PN Containerised Freight,4CM3,4CM3 Griffith Appleton Dock,2026-04-29T17:19:50.671764Z,2026-04-29T23:45:49.028656Z,-36.808043,145.38548,trains.json
NR107,,PN Intermodal,4PS6,4PS6 Kewdale SFT (Chullora),2026-04-29T17:19:50.671764Z,2026-04-30T00:32:55.361185Z,-30.916153,122.05676,trains.json
NR109,,JBR The Ghan Expedition,4AD8E,4AD8E Adelaide Parklands Terminal Berrima Passenger Terminal (Darwin),2026-04-29T17:19:50.671764Z,2026-04-30T00:32:55.361185Z,-26.182318,133.398627,trains.json
NR112,,PN Intermodal,3MB4,3MB4 MFT (South Dynon) Acacia Ridge,2026-04-29T17:19:50.671764Z,2026-04-29T23:45:49.028656Z,-28.322057,152.93368,trains.json
NR113,,JBR The Ghan Expedition,4DA8E,4DA8E Berrimah Passenger Terminal (Darwin) Adelaide Parklands Terminal,2026-04-29T17:19:50.671764Z,2026-04-29T17:31:31.316802Z,-19.696707,134.17568,trains.json
NR115,,PN Intermodal,4MP5,4MP5 MFT (South Dynon) Kewdale,2026-04-29T17:19:50.671764Z,2026-04-30T00:32:55.361185Z,-35.10625,139.217107,trains.json
PB4,,Watco Light Engine Movement,D922,D922,2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-34.462987,150.877373,trains.json
PHC001,,SRS-Crawfords Container Train,1491,1491 Port Botany Crawfords Sandgate,2026-04-29T17:19:50.671764Z,2026-04-29T23:45:49.028656Z,-33.494113,151.249427,trains.json
PKLA4,,South Coast Line,K706,K706 Bondi Junction and Central Port Kembla,2026-04-29T17:19:50.671764Z,2026-04-29T17:19:50.671764Z,-34.477243,150.901307,trains.json
Q4004,,Gold Valley Iron Ore,4462,4462 Malcolm West Kalgoorlie,2026-04-29T17:19:50.671764Z,2026-04-29T23:45:49.028656Z,-30.777061,121.423309,trains.json
Q4012,,Aurizon Cockburn Cement - Empty Lime and Cement Train,4C74,4C74 Parkeston West Kalgoorlie,2026-04-29T17:19:50.671764Z,2026-04-30T00:32:55.361185Z,-32.242203,115.785614,trains.json
Q4013,,Aurizon Kalgoorlie Mixed Freight,4426,4426 West Kalgoorlie Kwinana,2026-04-29T17:19:50.671764Z,2026-04-30T00:32:55.361185Z,-32.24239,115.785637,trains.json
Q4016,,Aurizon Empty Sulphur Containers,4430,4430 Malcolm Kwinana BIS,2026-04-29T17:19:50.671764Z,2026-04-29T23:45:49.028656Z,-30.841986,120.40197,trains.json
QBX003,,QUBE Container Train,1311,1311 Moorebank IMEX Terminal RIFL (Bomen),2026-04-29T17:31:31.316802Z,2026-04-30T00:32:55.361185Z,-34.557503,148.39352,trains.json
QBX004,,QUBE Container Shuttle / Grain Shuttle,3318,3318 RIFL (Bomen) / Southern NSW Junee / Southern NSW,2026-04-29T17:31:31.316802Z,2026-04-29T23:45:49.028656Z,-34.660123,147.96864,trains.json
QE001,,QUBE Grain,3966,3966 Southern NSW Inner Harbour,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-34.72736,147.894813,trains.json
QE002,,QUBE Ore train,8412,8412 CSA Mine Cobar Carrington,2026-04-29T17:19:50.671764Z,2026-04-29T23:45:49.028656Z,-32.253747,148.650093,trains.json
QE003,,QUBE Containerised Freight,5112,5112 Narrabri West Port Botany / IMEX Rail Terminal Moorebank,2026-04-29T17:19:50.671764Z,2026-04-29T23:45:49.028656Z,-33.66998,151.11676,trains.json
QL004,,QUBE Container Shuttle / Grain Shuttle,3318,3318 RIFL (Bomen) / Southern NSW Junee / Southern NSW,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-34.356803,146.89504,trains.json
QL007,,QUBE BlueScope Steel Shunt,K722,K722 Orrcon Steel (Rocklea) Acacia Ridge,2026-04-29T17:31:31.316802Z,2026-04-29T23:45:49.028656Z,-27.547547,153.02244,trains.json
QL009,,QUBE BlueScope Steel Shunt,K721,K721 Acacia Ridge Orrcon Steel (Rocklea),2026-04-29T17:19:50.671764Z,2026-04-29T17:31:31.316802Z,-27.547088,153.02368,trains.json
QL019,,QUBE Container Train,1411,1411 Port Botany / IMEX Rail Terminal Moorebank Carrington,2026-04-29T17:19:50.671764Z,2026-04-29T17:19:50.671764Z,-32.937087,151.66096,trains.json
QR1744,,Kuranda Scenic Railway,K30T,K30T cairns kuranda,2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-16.818529,145.639031,trains.json
QR1771,,Kuranda Scenic Railway,K32T,K32T cairns kuranda,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-16.893953,145.694019,trains.json
QR5400,,Spirit of Queensland,C75T,C75T brisbane-roma-st townsville,2026-04-29T17:19:50.671764Z,2026-04-30T00:02:48.407086Z,-25.391277,152.632195,trains.json
QR5404,,Spirit of Queensland,972T,972T cairns brisbane-roma-st,2026-04-29T17:19:50.671764Z,2026-04-30T00:02:48.407086Z,-17.101488,145.795414,trains.json
RA2302,,,WY14,WY14,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-32.792603,149.071853,trains.json
RA2303,,,NY91,NY91,2026-04-29T17:19:50.671764Z,2026-04-29T17:19:50.671764Z,-33.597707,151.170853,trains.json
RB2353,,,NY92,NY92,2026-04-29T17:31:31.316802Z,2026-04-29T23:45:49.028656Z,-33.871103,151.09396,trains.json
RL301,,SSR Grain,4545,4545 Carrington North West NSW,2026-04-29T18:28:19.918328Z,2026-04-30T00:32:55.361185Z,-31.353093,150.645933,trains.json
RM93,,Gulflander,D01T,D01T croydon normanton,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-17.9406,141.755429,trains.json
SCT001,,SCT Intermodal,2PM9,"2PM9 SCT, Forrestfield SCT, Laverton",2026-04-29T17:19:50.671764Z,2026-04-29T23:45:49.028656Z,-33.318243,138.163853,trains.json
SCT008,,SCT Intermodal,1PM9,"1PM9 SCT, Forrestfield SCT, Laverton",2026-04-29T17:19:50.671764Z,2026-04-30T00:32:55.361185Z,-35.081707,138.962387,trains.json
SCT009,,SCT Intermodal,3MP9,"3MP9 SCT, Laverton SCT, Forrestfield",2026-04-29T17:19:50.671764Z,2026-04-30T00:32:55.361185Z,-30.61848,130.365147,trains.json
SCT013,,SCT Steel Transfer,7942V,"7942V SCT, Laverton North Dynon",2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.807763,144.848427,trains.json
SO3,,Spirit of the Outback,985T,985T longreach brisbane-roma-st,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-23.44026,144.274919,trains.json
SSR102,,SSR Loaded Aggregates,2280,2280 Peppertree Quarry Maldon Cement Works,2026-04-29T17:19:50.671764Z,2026-04-30T00:02:48.407086Z,-34.753947,150.023907,trains.json
SSR103,,SSR Loaded Aggregates,2184,"2184 Peppertree Quarry Boral, Cooks River",2026-04-29T17:19:50.671764Z,2026-04-30T00:32:55.361185Z,-33.906013,151.0752,trains.json
SSR104,,SSR Grain,1341,"1341 Weston Milling, Enfield Southern NSW",2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-34.63774,148.034147,trains.json
T373,,Watco Trip Train,T921,T921,2026-04-29T17:19:50.671764Z,2026-04-30T00:32:55.361185Z,-34.44882,150.87844,trains.json
TE2801,,Southern Highlands Service,SN50,SN50 Moss Vale Campbelltown,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-34.3359,150.5616,trains.json
TE2803,,Southern Highlands Service,SN22,SN22 Moss Vale Campbelltown,2026-04-29T17:31:31.316802Z,2026-04-29T23:45:49.028656Z,-34.170803,150.6018,trains.json
TE2805,,South Coast Service,KN27,KN27 Kiama Bomaderry (Nowra),2026-04-29T17:31:31.316802Z,2026-04-30T00:32:55.361185Z,-34.780413,150.6964,trains.json
TE2807,,Bathurst Bullet - Transfer,WN27,WN27 Lithgow Bathurst,2026-04-29T18:02:14.194502Z,2026-04-29T23:45:49.028656Z,-33.40604,150.0876,trains.json
TE2808,,Hunter Line Service,V807,V807 Broadmeadow Yard Newcastle Interchange,2026-04-29T18:02:14.194502Z,2026-04-29T23:45:49.028656Z,-32.923393,151.757893,trains.json
TE2813,,Southern Highlands Service,SN26,SN26 Goulburn Central,2026-04-29T18:02:14.194502Z,2026-04-29T23:45:49.028656Z,-34.4679,150.420053,trains.json
TE2814,,Southern Highlands Service,SN46,SN46 Moss Vale Campbelltown,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-34.064247,150.813893,trains.json
TJ096,,,M975,M975,2026-04-29T17:19:50.671764Z,2026-04-29T17:31:31.316802Z,-33.84095,151.025533,trains.json
TT02,,PN Coal,MR908,MR908 Moolarben NCIG Kooragang,2026-04-29T17:31:31.316802Z,2026-04-29T23:45:49.028656Z,-32.439383,150.192307,trains.json
TT03,,PN Coal,MR324,MR324 Moolarben PWCS Kooragang,2026-04-29T17:19:50.671764Z,2026-04-30T00:32:55.361185Z,-32.27353,150.858493,trains.json
TT04,,PN Coal,MR955,MR955 NCIG Kooragang Moolarben,2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-32.263363,149.79164,trains.json
TT05,,Down Ardglen Bank Engines,PNBKDN,PNBKDN Ardglen Loop Chilcotts Creek Loop,2026-04-29T18:02:14.194502Z,2026-04-29T18:02:14.194502Z,-31.66572,150.739533,trains.json
TT08,,Up Ardglen Bank Engines,PNBKUP,PNBKUP Chilcotts Creek Loop Ardglen Loop,2026-04-29T17:31:31.316802Z,2026-04-29T23:45:49.028656Z,-31.716993,150.783453,trains.json
TT103,,PN Coal,HV344,HV344 Hunter Valley PWCS Kooragang,2026-04-29T17:19:50.671764Z,2026-04-30T00:32:55.361185Z,-32.83684,151.68716,trains.json
TT104,,PN Loaded Aggregate,2126,2126 Lynwood Siding (Marulan) Holcim RDC Rooty Hill,2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-34.54642,150.372347,trains.json
TT105,,PN Minerals,1229,1229 Rooty Hill Lynwood Siding (Marulan),2026-04-29T17:31:31.316802Z,2026-04-29T23:45:49.028656Z,-34.633467,150.320667,trains.json
TT107,,PN Coal,MR191,MR191 PWCS Kooragang Moolarben,2026-04-29T17:19:50.671764Z,2026-04-30T00:32:55.361185Z,-32.29739,150.979693,trains.json
TT110,,,GR419,GR419,2026-04-29T17:19:50.671764Z,2026-04-29T23:45:49.028656Z,-32.672687,151.37148,trains.json
TT115,,PN Coal,BG187,BG187 PWCS Kooragang Bengalla,2026-04-29T17:19:50.671764Z,2026-04-30T00:02:48.407086Z,-32.34555,150.98712,trains.json
TT117,,PN Coal,MR908,MR908 Moolarben NCIG Kooragang,2026-04-29T17:19:50.671764Z,2026-04-29T17:19:50.671764Z,-32.3234,149.898053,trains.json
TT123,,PN Coal,BG382,BG382 Bengalla PWCS Kooragang,2026-04-29T17:19:50.671764Z,2026-04-30T00:32:55.361185Z,-32.846317,151.69152,trains.json
TT126,,PN Coal,ND108,ND108 Newdell PWCS Kooragang,2026-04-29T17:19:50.671764Z,2026-04-30T00:32:55.361185Z,-32.873197,151.766547,trains.json
TT129,,PN Coal,MB940,MB940 Maules Creek NCIG Kooragang,2026-04-29T17:19:50.671764Z,2026-04-30T00:32:55.361185Z,-31.272387,150.48812,trains.json
TT130,,PN Coal,MR972,MR972 Moolarben NCIG Kooragang,2026-04-29T17:19:50.671764Z,2026-04-30T00:32:55.361185Z,-32.373653,149.987773,trains.json
TT202,,PN Coal,MT960,MT960 Mt Thorley NCIG Kooragang,2026-04-29T17:19:50.671764Z,2026-04-30T00:32:55.361185Z,-32.86941,151.721147,trains.json
TT206,,PN Coal,HV962,HV962 Hunter Valley NCIG Kooragang,2026-04-29T17:19:50.671764Z,2026-04-30T00:32:55.361185Z,-32.690473,151.386587,trains.json
VL13,,Empty Car Provisioning,8551,8551 Southern Cross Arden Street Sidings,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-37.801157,144.937507,trains.json
VL20,,South Western Line Service,8748,8748 Waurn Ponds Southern Cross,2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-37.930103,144.58232,trains.json
VL22,,Northern Line Service,8058,8058 Bendigo (M-F) Southern Cross,2026-04-29T17:19:50.671764Z,2026-04-29T17:19:50.671764Z,-37.81278,144.947467,trains.json
VL27,,Empty Car Provisioning,8581,8581 Southern Cross Newport Workshops,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.92455,144.59676,trains.json
VL36,,V1236,1236,1236,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-37.811797,144.947947,trains.json
VL38,,Western Line Service,8115,8115 Southern Cross Wendouree,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.786557,144.831053,trains.json
VL43,,South Western Line Service,8733,8733 Southern Cross Marshall,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.788643,144.832773,trains.json
VL49,,Western Line Service,8215,8215 Southern Cross Melton (M-F),2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-37.798527,144.854773,trains.json
VL57,,Western Line Service,8164,8164 Wendouree (M-F) Southern Cross,2026-04-29T17:19:50.671764Z,2026-04-29T17:19:50.671764Z,-37.804097,144.93668,trains.json
VL67,,Empty Car Provisioning,9613,9613 Southern Cross VLP Arival Yard,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-37.805347,144.930533,trains.json
VL86,,South Western Line Service,8742,8742 South Geelong Southern Cross,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.813213,144.947987,trains.json
VL87,,Northern Line Service,8020,8020 Bendigo Southern Cross,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-37.81507,144.948893,trains.json
VL88,,South Western Line Service,8731,8731 Southern Cross South Geelong (M-F) / Waurn Ponds (S-S),2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.96218,144.500267,trains.json
VL90,,South Western Line Service,8725,8725 Southern Cross Waurn Ponds,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-38.112853,144.354253,trains.json
VL92,,Northern Line Service,8013,8013 Southern Cross Bendigo (S-S) / Eaglehawk (M-F),2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-37.774617,144.822493,trains.json
VL100,,Western Line Service,8228,8228 Melton (M-F) Southern Cross,2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-37.814443,144.949493,trains.json
VL103,,South Western Line Service,8729,8729 Southern Cross Waurn Ponds,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-38.11282,144.354267,trains.json
VL107,,South Western Line Service,8744,8744 Waurn Ponds Southern Cross,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.814857,144.95036,trains.json
VL114,,Western Line Service,8226,8226 Melton (M-F) Southern Cross,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-37.81406,144.948093,trains.json
VL121,,South Western Line Service,8727,8727 Southern Cross South Geelong (M-F) Waurn Ponds (S-S),2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-38.02979,144.406587,trains.json
VL122,,Western Line Service,8213,8213 Southern Cross Melton (M-F),2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-37.786527,144.830987,trains.json
VL124,,Western Line Service,8172,8172 Maryborough Southern Cross Station,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-37.814787,144.949973,trains.json
VL126,,Western Line Service,8120,8120 Wendouree (M-F) Southern Cross,2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-37.816523,144.950013,trains.json
VL129,,Empty Car Provisioning,9631,9631 Southern Cross VLP Arrival Yard,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-37.81422,144.948173,trains.json
VL137,,South Western Line Service,8863,8863 Southern Cross Warrnambool,2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-37.78651,144.830973,trains.json
VL139,,South Western Line Service,8746,8746 South Geelong (M-F) Waurn Ponds (S-S) Southern Cross,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.802787,144.896173,trains.json
VL354,,SRS Shunter,SHUNT,SHUNT,2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-34.705143,138.599867,trains.json
VLINE8013,,Bendigo - Melbourne Via Sunbury,8013,8013,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-37.816158,144.95134,trains.json
VLINE8020,,Bendigo - Melbourne Via Sunbury,8020,8020,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-37.818039,144.951248,trains.json
VLINE8058,,Bendigo - Melbourne Via Sunbury,8058,8058,2026-04-29T17:19:50.671764Z,2026-04-29T17:19:50.671764Z,-37.818642,144.952881,trains.json
VLINE8059,,Bendigo - Melbourne Via Sunbury,8059,8059,2026-04-29T17:19:50.671764Z,2026-04-29T17:19:50.671764Z,-36.766361,144.281601,trains.json
VLINE8061,,Bendigo - Melbourne Via Sunbury,8061,8061,2026-04-29T17:19:50.671764Z,2026-04-29T17:19:50.671764Z,-37.265598,144.455917,trains.json
VLINE8071,,Echuca/Moama - Melbourne Via Bendigo or Heathcote,8071,8071,2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-36.130619,144.753235,trains.json
VLINE8102,,Ballarat - Melbourne Via Melton,8102,8102,2026-04-29T18:28:19.918328Z,2026-04-29T23:45:49.028656Z,-37.558578,143.897919,trains.json
VLINE8111,,Ballarat - Melbourne Via Melton,8111,8111,2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-37.53973,143.819717,trains.json
VLINE8115,,Ballarat - Melbourne Via Melton,8115,8115,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.72596,144.643433,trains.json
VLINE8117,,Ballarat - Melbourne Via Melton,8117,8117,2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-37.816021,144.951187,trains.json
VLINE8120,,Ballarat - Melbourne Via Melton,8120,8120,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.817768,144.950882,trains.json
VLINE8122,,Ballarat - Melbourne Via Melton,8122,8122,2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-37.770538,144.746674,trains.json
VLINE8126,,Ballarat - Melbourne Via Melton,8126,8126,2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-37.53978,143.820221,trains.json
VLINE8161,,Ballarat - Melbourne Via Melton,8161,8161,2026-04-29T17:19:50.671764Z,2026-04-29T17:19:50.671764Z,-37.539959,143.821503,trains.json
VLINE8163,,Ballarat - Melbourne Via Melton,8163,8163,2026-04-29T17:19:50.671764Z,2026-04-29T17:19:50.671764Z,-37.597141,144.111343,trains.json
VLINE8164,,Ballarat - Melbourne Via Melton,8164,8164,2026-04-29T17:19:50.671764Z,2026-04-29T17:19:50.671764Z,-37.806801,144.939972,trains.json
VLINE8172,,Ballarat - Melbourne Via Melton,8172,8172,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-37.818779,144.952408,trains.json
VLINE8181,,Ararat - Melbourne Via Ballarat,8181,8181,2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-37.282391,142.937485,trains.json
VLINE8211,,Ballarat - Melbourne Via Melton,8211,8211,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-37.703209,144.572006,trains.json
VLINE8213,,Ballarat - Melbourne Via Melton,8213,8213,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.703232,144.572266,trains.json
VLINE8215,,Ballarat - Melbourne Via Melton,8215,8215,2026-04-30T00:32:55.361185Z,2026-04-30T00:32:55.361185Z,-37.797379,144.845062,trains.json
VLINE8226,,Ballarat - Melbourne Via Melton,8226,8226,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-37.818298,144.952087,trains.json
VLINE8228,,Ballarat - Melbourne Via Melton,8228,8228,2026-04-30T00:02:48.407086Z,2026-04-30T00:32:55.361185Z,-37.817451,144.952499,trains.json
VLINE8400,,"Traralgon - Melbourne Via Pakenham, Moe & Morwell",8400,8400,2026-04-29T18:28:19.918328Z,2026-04-29T23:45:49.028656Z,-38.198719,146.538376,trains.json
VLINE8405,,"Traralgon - Melbourne Via Pakenham, Moe & Morwell",8405,8405,2026-04-30T00:02:48.407086Z,2026-04-30T00:02:48.407086Z,-38.198521,146.539215,trains.json
